LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
OECD,QGDP,TOT,PC_CHGPP,A,1962,5.700101331,NA
OECD,QGDP,TOT,PC_CHGPP,A,1963,5.177635122,NA
OECD,QGDP,TOT,PC_CHGPP,A,1964,6.397779994,NA
OECD,QGDP,TOT,PC_CHGPP,A,1965,5.372413742,NA
OECD,QGDP,TOT,PC_CHGPP,A,1966,5.731405739,NA
OECD,QGDP,TOT,PC_CHGPP,A,1967,3.961377845,NA
OECD,QGDP,TOT,PC_CHGPP,A,1968,5.920305593,NA
OECD,QGDP,TOT,PC_CHGPP,A,1969,5.570686648,NA
OECD,QGDP,TOT,PC_CHGPP,A,1970,3.940649256,NA
OECD,QGDP,TOT,PC_CHGPP,A,1971,3.707204142,NA
OECD,QGDP,TOT,PC_CHGPP,A,1972,5.479161505,NA
OECD,QGDP,TOT,PC_CHGPP,A,1973,6.108930514,NA
OECD,QGDP,TOT,PC_CHGPP,A,1974,1.067701751,NA
OECD,QGDP,TOT,PC_CHGPP,A,1975,0.467217115,NA
OECD,QGDP,TOT,PC_CHGPP,A,1976,4.91134057,NA
OECD,QGDP,TOT,PC_CHGPP,A,1977,3.681113349,NA
OECD,QGDP,TOT,PC_CHGPP,A,1978,4.434177093,NA
OECD,QGDP,TOT,PC_CHGPP,A,1979,3.911099275,NA
OECD,QGDP,TOT,PC_CHGPP,A,1980,1.296973888,NA
OECD,QGDP,TOT,PC_CHGPP,A,1981,2.281505799,NA
OECD,QGDP,TOT,PC_CHGPP,A,1982,0.202647627,NA
OECD,QGDP,TOT,PC_CHGPP,A,1983,2.810370909,NA
OECD,QGDP,TOT,PC_CHGPP,A,1984,4.771347206,NA
OECD,QGDP,TOT,PC_CHGPP,A,1985,3.850915259,NA
OECD,QGDP,TOT,PC_CHGPP,A,1986,2.876298492,NA
OECD,QGDP,TOT,PC_CHGPP,A,1987,3.605429226,NA
OECD,QGDP,TOT,PC_CHGPP,A,1988,4.574430658,NA
OECD,QGDP,TOT,PC_CHGPP,A,1989,3.858215419,NA
OECD,QGDP,TOT,PC_CHGPP,A,1990,3.215305739,NA
OECD,QGDP,TOT,PC_CHGPP,A,1991,1.450862709,NA
OECD,QGDP,TOT,PC_CHGPP,A,1992,2.255389765,NA
OECD,QGDP,TOT,PC_CHGPP,A,1993,1.485539789,NA
OECD,QGDP,TOT,PC_CHGPP,A,1994,2.989720438,NA
OECD,QGDP,TOT,PC_CHGPP,A,1995,2.5324304,NA
OECD,QGDP,TOT,PC_CHGPP,A,1996,3.183534766,NA
OECD,QGDP,TOT,PC_CHGPP,A,1997,3.683943433,NA
OECD,QGDP,TOT,PC_CHGPP,A,1998,2.938914415,NA
OECD,QGDP,TOT,PC_CHGPP,A,1999,3.276049638,NA
OECD,QGDP,TOT,PC_CHGPP,A,2000,4.149363764,NA
OECD,QGDP,TOT,PC_CHGPP,A,2001,1.370353088,NA
OECD,QGDP,TOT,PC_CHGPP,A,2002,1.613393072,NA
OECD,QGDP,TOT,PC_CHGPP,A,2003,2.080861635,NA
OECD,QGDP,TOT,PC_CHGPP,A,2004,3.344710354,NA
OECD,QGDP,TOT,PC_CHGPP,A,2005,2.880580507,NA
OECD,QGDP,TOT,PC_CHGPP,A,2006,3.163752725,NA
OECD,QGDP,TOT,PC_CHGPP,A,2007,2.721756925,NA
OECD,QGDP,TOT,PC_CHGPP,A,2008,0.435658633,NA
OECD,QGDP,TOT,PC_CHGPP,A,2009,-3.456695232,NA
OECD,QGDP,TOT,PC_CHGPP,A,2010,3.09950055,NA
OECD,QGDP,TOT,PC_CHGPP,A,2011,2.081855367,NA
OECD,QGDP,TOT,PC_CHGPP,A,2012,1.407887312,NA
OECD,QGDP,TOT,PC_CHGPP,A,2013,1.651744758,NA
OECD,QGDP,TOT,PC_CHGPP,A,2014,2.20993988,NA
OECD,QGDP,TOT,PC_CHGPP,A,2015,2.581110515,NA
OECD,QGDP,TOT,PC_CHGPP,A,2016,1.88783993,NA
OECD,QGDP,TOT,PC_CHGPP,A,2017,2.711727235,NA
OECD,QGDP,TOT,PC_CHGPP,A,2018,2.370421229,NA
OECD,QGDP,TOT,PC_CHGPP,A,2019,1.751434969,NA
OECD,QGDP,TOT,PC_CHGPP,A,2020,-4.153267648,NA
OECD,QGDP,TOT,PC_CHGPP,A,2021,5.985199542,NA
OECD,QGDP,TOT,PC_CHGPP,A,2022,2.93314542,NA
EST,QGDP,TOT,PC_CHGPP,A,1996,4.943015787,NA
EST,QGDP,TOT,PC_CHGPP,A,1997,13.050014117,NA
EST,QGDP,TOT,PC_CHGPP,A,1998,4.339832053,NA
EST,QGDP,TOT,PC_CHGPP,A,1999,-0.425026894,NA
EST,QGDP,TOT,PC_CHGPP,A,2000,10.087636986,NA
EST,QGDP,TOT,PC_CHGPP,A,2001,6.00367406,NA
EST,QGDP,TOT,PC_CHGPP,A,2002,6.771366974,NA
EST,QGDP,TOT,PC_CHGPP,A,2003,7.600265729,NA
EST,QGDP,TOT,PC_CHGPP,A,2004,6.804003009,NA
EST,QGDP,TOT,PC_CHGPP,A,2005,9.526428986,NA
EST,QGDP,TOT,PC_CHGPP,A,2006,9.765582251,NA
EST,QGDP,TOT,PC_CHGPP,A,2007,7.579142637,NA
EST,QGDP,TOT,PC_CHGPP,A,2008,-5.131999487,NA
EST,QGDP,TOT,PC_CHGPP,A,2009,-14.629059663,NA
EST,QGDP,TOT,PC_CHGPP,A,2010,2.44426636,NA
EST,QGDP,TOT,PC_CHGPP,A,2011,7.263085848,NA
EST,QGDP,TOT,PC_CHGPP,A,2012,3.228202109,NA
EST,QGDP,TOT,PC_CHGPP,A,2013,1.458430169,NA
EST,QGDP,TOT,PC_CHGPP,A,2014,3.01136295,NA
EST,QGDP,TOT,PC_CHGPP,A,2015,1.853019077,NA
EST,QGDP,TOT,PC_CHGPP,A,2016,3.155566814,NA
EST,QGDP,TOT,PC_CHGPP,A,2017,5.792042325,NA
EST,QGDP,TOT,PC_CHGPP,A,2018,3.784204487,NA
EST,QGDP,TOT,PC_CHGPP,A,2019,4.033687055,NA
EST,QGDP,TOT,PC_CHGPP,A,2020,-0.965412263,NA
EST,QGDP,TOT,PC_CHGPP,A,2021,7.249326475,NA
EST,QGDP,TOT,PC_CHGPP,A,2022,-0.461001514,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q1,7.450289556,E
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q2,5.00209888,E
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q3,3.576950295,E
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q4,2.996160574,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q1,3.466854108,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q2,5.112241186,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q3,5.465212346,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q4,4.759933392,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q1,-0.372460846,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q2,3.02141052,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q3,4.102017033,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q4,4.832455357,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q1,10.127128404,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q2,6.688292601,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q3,4.182533938,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q4,5.091160602,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q1,5.361369982,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q2,5.732236512,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q3,5.341682654,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q4,4.549872774,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q1,4.73437015,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q2,3.424303762,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q3,2.866220447,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q4,0.657536009,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q1,-1.629790537,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q2,-2.237879279,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q3,0,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q4,2.892640581,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q1,4.617508884,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q2,5.761267217,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q3,5.534700242,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q4,5.767579384,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q1,7.174887892,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q2,7.71280633,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q3,7.663339108,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q4,7.692303547,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q1,3.372586353,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q2,6.120867916,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q3,5.82953727,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q4,5.111265622,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q1,4.763644266,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q2,2.872243992,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q3,2.733086207,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q4,1.783876414,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q1,3.882471449,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q2,3.408694186,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q3,4.024253738,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q4,5.729688259,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q1,7.083373504,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q2,6.141301924,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q3,4.058740116,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q4,2.721523921,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q1,2.177398816,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q2,1.349933281,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q3,1.018885974,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q4,-0.504300806,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q1,-1.907951274,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q2,-2.325179236,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q3,-1.262668305,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q4,1.965095402,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q1,3.478330696,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q2,5.545306249,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q3,4.440716158,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q4,4.324485654,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q1,4.278412874,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q2,3.334567951,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q3,3.273852452,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q4,3.141081054,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q1,2.689233198,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q2,2.515066682,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q3,3.889417618,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q4,3.326126341,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q1,3.029295309,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q2,5.809207278,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q3,4.439655589,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q4,3.865566592,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q1,4.568469121,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q2,0.76620879,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q3,0.366439143,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q4,-0.377486719,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q1,0.006600282,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q2,0.403350474,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q3,1.068809572,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q4,1.123386978,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q1,0.308726571,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q2,-0.059283061,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q3,-1.307091516,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q4,-0.992585298,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q1,-0.468227457,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q2,1.202617374,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q3,1.999914709,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q4,3.16368421,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q1,3.589300546,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q2,0.895351673,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q3,3.859431868,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q4,3.304747767,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q1,1.400567503,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q2,4.055948585,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q3,2.616635647,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q4,2.370542268,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q1,2.342772922,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q2,2.493179711,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q3,1.922379197,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q4,2.32473051,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q1,0.330519523,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q2,1.415955776,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q3,1.369526997,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q4,1.974541695,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q1,3.651100816,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q2,3.212995673,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q3,3.664990184,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q4,3.234051974,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q1,5.267745076,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q2,3.809604476,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q3,3.583956124,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q4,3.564769341,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q1,4.621030767,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q2,4.713886981,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q3,5.951496332,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q4,6.581615193,E
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q1,7.377573279,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q2,6.286713618,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q3,3.867330134,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q4,3.382281012,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q1,2.069382786,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q2,1.821230294,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q3,1.8662513,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q4,0.249712918,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q1,-1.977574646,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q2,-1.242668545,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q3,-0.493252571,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q4,-0.239017351,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q1,1.881896337,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q2,2.153728043,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q3,2.262614511,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q4,3.573310483,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q1,1.790474742,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q2,2.290899769,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q3,1.774007202,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q4,0.59298414,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q1,0.127525375,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q2,0.749774446,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q3,0.903927613,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q4,1.6160759709999999,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q1,1.923298013,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q2,1.858894882,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q3,1.827008603,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q4,1.839015326,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q1,3.325572072,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q2,1.575111109,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q3,1.746901083,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q4,0.569563305,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q1,0.793797142,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q2,1.220621341,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q3,1.85948255,NA
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q4,3.124281412,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q1,3.399246742,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q2,4.235986829,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q3,3.045613314,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q4,1.898095054,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q1,2.484224462,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q2,1.626133568,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q3,1.461557536,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q4,1.667262014,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q1,-0.847656316,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q2,-0.383326559,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q3,0.314278998,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q4,0.267972682,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q1,-0.711477687,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q2,-1.034893861,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q3,-0.762947484,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q4,-0.34569277,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q1,0.978999261,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q2,1.390356905,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q3,0.409262926,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q4,0.046643641,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q1,0.213153712,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q2,0.235318536,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q3,1.295570259,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q4,1.86774433,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q1,2.864494427,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q2,4.066566884,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q3,3.986424923,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q4,5.054176821,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q1,4.113312564,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q2,3.230829605,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q3,2.962962097,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q4,2.080155398,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q1,2.66652996,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q2,1.564871919,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q3,0.397296026,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.835063193,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-7.028514805,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-6.662419945,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-5.529409393,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-3.29311418,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q1,2.277714811,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q2,4.41427251,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q3,4.695434036,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q4,4.773500084,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q1,5.944909627,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q2,3.709760484,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q3,3.765807467,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q4,2.609246963,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q1,0.883930282,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q2,0.977709812,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q3,0.385572281,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.229981327,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-0.440666126,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q2,0.455499607,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q3,0.713680603,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q4,1.467965557,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q1,2.925658042,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.837021336,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q3,1.765154804,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q4,2.305042967,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q1,0.804156389,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.567276844,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.478783648,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.115236373,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q1,2.484089367,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q2,2.184364516,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.98622282,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q4,1.917725504,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.276091649,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.726020661,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.17088178,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.753541758,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q1,1.905113899,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.792183856,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q3,0.215810986,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q4,0.12919269,NA
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.427515925,P
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q2,0.572044552,P
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.495527875,P
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q4,0.929083942,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-1.528661179,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-10.573519574,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.583328744,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.110749203,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-1.618489772,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q2,10.791454715,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q3,2.40291236,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q4,1.614820453,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q1,3.956660622,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q2,1.555183585,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q3,1.245723964,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q4,0.824963486,P
DEU,QGDP,TOT,PC_CHGPY,Q,2023-Q1,-0.175845063,P
DEU,QGDP,TOT,PC_CHGPY,Q,2023-Q2,0.09267778,P
DEU,QGDP,TOT,PC_CHGPY,Q,2023-Q3,-0.397044815,P
ESP,QGDP,TOT,PC_CHGPP,A,1961,11.838686895,E
ESP,QGDP,TOT,PC_CHGPP,A,1962,9.953426731,E
ESP,QGDP,TOT,PC_CHGPP,A,1963,9.596490038,E
ESP,QGDP,TOT,PC_CHGPP,A,1964,5.30852285,E
ESP,QGDP,TOT,PC_CHGPP,A,1965,6.253125451,E
ESP,QGDP,TOT,PC_CHGPP,A,1966,7.245787353,E
ESP,QGDP,TOT,PC_CHGPP,A,1967,4.34063628,E
ESP,QGDP,TOT,PC_CHGPP,A,1968,6.596745997,E
ESP,QGDP,TOT,PC_CHGPP,A,1969,8.9071843,E
ESP,QGDP,TOT,PC_CHGPP,A,1970,4.176673617,E
ESP,QGDP,TOT,PC_CHGPP,A,1971,4.646593668,E
ESP,QGDP,TOT,PC_CHGPP,A,1972,8.149117862,E
ESP,QGDP,TOT,PC_CHGPP,A,1973,7.795262362,E
ESP,QGDP,TOT,PC_CHGPP,A,1974,5.616675392,E
ESP,QGDP,TOT,PC_CHGPP,A,1975,0.541824951,E
ESP,QGDP,TOT,PC_CHGPP,A,1976,3.304180277,E
ESP,QGDP,TOT,PC_CHGPP,A,1977,2.839302888,E
